group,start_index,start_x,start_y,predicted_x,predicted_y,true_x,true_y,error_x,error_y,position_error,yaw_error
1.0,3.0,80.1409453306529,-171.4835698419849,80.0475184954921,-171.53555095590883,80.14329948065486,-171.4822717321367,-0.09578098516276157,-0.053279223772136675,0.10960233941166841,-0.0004674667106088215
1.0,4.0,80.1411413018286,-171.48346178018477,80.0477112554414,-171.53544458797924,80.14345854483554,-171.4821840226154,-0.09574728939414001,-0.053260565363842716,0.10956382272082953,-0.00046754712628738204
1.0,5.0,80.1413793587655,-171.4833305118688,80.04794524572047,-171.53531549276676,80.14368820753744,-171.48205738444742,-0.09574296181696695,-0.053258108319340636,0.10955884646727443,-0.0004676066683160229
1.0,6.0,80.14162232369578,-171.48319653735393,80.04818393698837,-171.535183920762,80.14398833553943,-171.4818918913571,-0.09580439855106704,-0.05329202940490063,0.10962902526167279,-0.00046753363581020224
1.0,7.0,80.14188096323143,-171.4830539197385,80.04843835493234,-171.53504349772695,80.14420582655784,-171.4817719651022,-0.09576747162549282,-0.053271532624734164,0.10958679121923268,-0.000467663715681077
1.0,8.0,80.14210867299539,-171.48292835749936,80.04866200860843,-171.53492022029982,80.144442882317,-171.48164125083133,-0.09578087370856281,-0.05327896946849364,0.10960211839193773,-0.00046760929032751974
1.0,9.0,80.1423692958471,-171.4827846466664,80.04891816702444,-171.53477894869366,80.14463069897032,-171.48153768761557,-0.09571253194587825,-0.053241261078085245,0.10952406426295365,-0.00046765470485121696
1.0,10.0,80.14259514378747,-171.48266011128595,80.04914015399673,-171.5346565088745,80.14489011291919,-171.4813946452384,-0.09574995892245397,-0.053261863636095086,0.1095667867176984,-0.0004676634729583462
1.0,11.0,80.14282241889099,-171.48253478917007,80.04936359793075,-171.53453326229877,80.14507391640663,-171.4812932950415,-0.09571031847588074,-0.05323996725726943,0.10952150097724939,-0.0004677084260320541
1.0,12.0,80.14298626899863,-171.4824444403287,80.0495245751128,-171.53444448018504,80.14530410904541,-171.4811663658257,-0.09577953393261396,-0.05327811435935814,0.10960053188756702,-0.00046768986736767104
1.0,13.0,80.14329948065486,-171.4822717321367,80.04983263892392,-171.53427448401834,80.14551226690631,-171.48105158675799,-0.09567962798239193,-0.053222897260354785,0.1094863827315306,-0.000467841355675791
1.0,14.0,80.14345854483554,-171.4821840226154,80.04998902413656,-171.53418821773542,80.14574421261439,-171.48092369121858,-0.09575518847782405,-0.053264526516841215,0.10957265126612065,-0.0004678346089956875
1.0,15.0,80.14368820753744,-171.48205738444742,80.05021488045328,-171.5340636321695,80.14595066671552,-171.48080985190646,-0.09573578626223878,-0.05325378026304861,0.10955047185454808,-0.0004678809076934521
1.0,16.0,80.14398833553943,-171.4818918913571,80.0505097311575,-171.533901079179,80.1462286474607,-171.4806565728157,-0.0957189163031984,-0.05324450636331335,0.10953122110216618,-0.00046785330213783283
1.0,17.0,80.14420582655784,-171.4817719651022,80.05072344537666,-171.53378322830534,80.14644671564558,-171.48053632982854,-0.09572327026891969,-0.0532468984768002,0.10953618885270433,-0.0004678533021760245
1.0,18.0,80.144442882317,-171.48164125083133,80.05095648407595,-171.5336547030111,80.14660697927378,-171.48044796040108,-0.09565049519783031,-0.05320674261002978,0.10945307072330185,-0.0004679042838984237
1.0,19.0,80.14463069897032,-171.48153768761557,80.05114111153205,-171.53355286742976,80.1468795026765,-171.48029769113,-0.09573839114445093,-0.05325517629975707,0.10955342688225726,-0.00046788790289831184
1.0,20.0,80.14489011291919,-171.4813946452384,80.05139611912844,-171.53341221532617,80.14706473101269,-171.48019555640198,-0.0956686118842498,-0.05321665892418537,0.10947372327144217,-0.0004679488453711578
